ID,Age,Income,Kidhome,Teenhome,Children,Family_Size,Is_Parent,Days_Enrolled,Recency,Complain
5524,1.0168681723316564,0.28894655376703077,-0.8249389310023053,-0.9306153374338164,-1.2643075685916398,-1.7588095661702547,-1.5843623580584882,1.5297928936300094,0.30685571899431946,-0.0950014250320633
2174,1.2732638910206036,-0.2620030035900567,1.0326274836212141,0.905974154624448,1.3951390197158926,0.4456176703525536,0.6311687442672025,-1.1911428188072175,-0.3839712923541486,-0.0950014250320633
4141,0.3331462558277972,0.9184230066572083,-0.8249389310023053,-0.9306153374338164,-1.2643075685916398,-0.6565959479088506,-1.5843623580584882,-0.2066588064890208,-0.7984674991632295,-0.0950014250320633
6182,-1.2906932958688682,-1.1821831274513344,1.0326274836212141,-0.9306153374338164,0.0654157255621263,0.4456176703525536,0.6311687442672025,-1.0625167669465485,-0.7984674991632295,-0.0950014250320633
5324,-1.034297577179921,0.2961872847650254,1.0326274836212141,-0.9306153374338164,0.0654157255621263,0.4456176703525536,0.6311687442672025,-0.9536793384490594,1.5503443394215621,-0.0950014250320633
7446,0.16221577670183246,0.4933220254846209,-0.8249389310023053,0.905974154624448,0.0654157255621263,0.4456176703525536,0.6311687442672025,-0.300654767464125,-1.1438810048374635,-0.0950014250320633
965,-0.17964518155009707,0.17202042674780152,-0.8249389310023053,0.905974154624448,0.0654157255621263,-0.6565959479088506,0.6311687442672025,1.1834919847743623,-0.5221366946238423,-0.0950014250320633
6177,-1.3761585354318504,-0.8641515362619964,1.0326274836212141,-0.9306153374338164,0.0654157255621263,0.4456176703525536,0.6311687442672025,0.3127925567944498,-0.5912193957586891,-0.0950014250320633
4855,-0.43604090023904424,-1.009106299402495,1.0326274836212141,-0.9306153374338164,0.0654157255621263,0.4456176703525536,0.6311687442672025,0.169325037411396,-1.0402569531351933,-0.0950014250320633
5899,1.615124849272533,-2.163091962908696,1.0326274836212141,0.905974154624448,1.3951390197158926,1.5478312886139578,0.6311687442672025,-1.2158785980111921,0.6522692246685535,-0.0950014250320633
1994,-1.2052280563058857,-0.026679246155231505,1.0326274836212141,-0.9306153374338164,0.0654157255621263,0.4456176703525536,0.6311687442672025,-0.6321142087973872,-1.3165877576745806,-0.0950014250320633
387,-0.606971379365009,-2.076576906081044,-0.8249389310023053,-0.9306153374338164,-1.2643075685916398,-0.6565959479088506,-1.5843623580584882,1.1834919847743623,0.34139706956174287,-0.0950014250320633
2125,0.8459376932056916,0.5176135101230545,-0.8249389310023053,-0.9306153374338164,-1.2643075685916398,-1.7588095661702547,-1.5843623580584882,-0.6321142087973872,1.1358481326124812,-0.0950014250320633
