MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spend,Total_Purchases
0.9831506900105672,1.5528340679396506,1.6793463176928438,2.47305213745562,1.4753230182350567,0.8489724732920763,1.679299381194249,1.3136094518046448
-0.8695729959302622,-0.635709517359033,-0.71291278856797,-0.6505367780917071,-0.6316376273909586,-0.7289213232538154,-0.9602628599187133,-1.1835638533263464
0.36260701955923175,0.5717628055643786,-0.17686954438730623,1.3522349383474617,-0.14727885828152978,-0.03618746135561906,0.2831535668697199,1.0361457512345347
-0.8695729959302622,-0.5602424971763198,-0.6508912561834305,-0.5035443585365388,-0.5832017504800157,-0.7481639305287653,-0.9171002069193818,-0.9061001527562363
-0.3885774236187006,0.4208287651989522,-0.21674052949165312,0.15792152946171878,-0.0019712275487011456,-0.5557378577792663,-0.30452255473656226,0.20375464952420427
0.6417032158387798,0.39567309180471444,-0.305342718612424,-0.6872848829804992,0.36129784928337044,-0.5749804650542162,0.18354744456357036,1.0361457512345347
-0.20449269841304132,0.9742535798721825,-0.01295549451388011,0.23141773923930298,0.5308234184716706,-0.3248265704798675,-0.02562541227934363,0.6199502003793695
-0.6765809453114258,-0.40930845681089334,-0.49140731576604285,-0.6321627256473111,-0.6316376273909586,-0.40179699957966714,-0.7245283704608261,-0.6286364521861262
-0.8606656705170851,-0.6608651907532708,-0.6331708183592762,-0.6321627256473111,-0.5832017504800157,-0.805891752353615,-0.9287209211884326,-1.0448320030412914
-0.8190981519222588,-0.6608651907532708,-0.71291278856797,-0.6689108305361031,-0.6316376273909586,-0.5942230723291662,-0.9237406150731251,-1.5997594041815117
-0.8873876467566162,-0.535086823782082,-0.71291278856797,-0.6872848829804992,-0.6074196889354871,-0.8251343596285649,-0.9735436762261999,-1.3222957036114016
-0.8844185382855572,-0.2583744164454669,-0.6907622412877773,-0.48517030609214273,-0.6316376273909586,-0.5364952505043165,-0.9038193906118952,-1.0448320030412914
-0.3262261457264612,0.8736308862952316,1.3869590935943,3.4468769170086104,2.0565535411663713,-0.2670987486550178,0.8243468313997989,0.3424864998092594
-0.21043091535515937,-0.6105538439647953,-0.5046976441341585,-0.6321627256473111,-0.5347658735690728,-0.5749804650542162,-0.4904539830413747,-0.07370905104590586
-0.8933258636987342,-0.30868576323394237,-0.6641815845515461,-0.577040568314123,-0.6316376273909586,-0.7481639305287653,-0.9287209211884326,-1.1835638533263464
2.0846899327734643,-0.10744037608004041,-0.23003085785976876,0.39678421123886737,0.990964249125628,0.021540360469230635,1.1779485655866297,1.7298050026598102
-0.7448704401457832,-0.535086823782082,-0.655321365639469,-0.6505367780917071,-0.34102236592530133,-0.7674065378037151,-0.8457158192666413,-0.9061001527562363
-0.6528280775429536,-0.535086823782082,-0.5711492859747367,2.068822983678907,-0.36524030438077276,-0.30558396320491765,-0.4788332687723239,-0.21244090133096094
2.1025045835998184,1.3515886807857487,1.4667010638029936,-0.6872848829804992,-0.268368550558887,2.5423219134876676,1.95321621753616,1.591073152374755
-0.8903567552276752,-0.23321874305122914,-0.655321365639469,-0.1360633096486179,-0.07462504291511547,-0.09391528318046875,-0.7842920438445158,-0.9061001527562363
-0.6468898606008355,-0.6105538439647953,-0.4160954550133876,0.5805247356828278,0.2644260954614847,0.07926818229408032,-0.48049337081075977,-0.21244090133096094
-0.8992640806408523,-0.635709517359033,6.9024453663622864,-0.6689108305361031,-0.6316376273909586,-0.8251343596285649,1.8668909115374972,2.146000553514975
1.6719838552962603,-0.6608651907532708,-0.3585040320848865,-0.6872848829804992,-0.65585556584643,-0.4787674286794667,0.6085335664031416,0.20375464952420427
0.23790446377475286,-0.6608651907532708,-0.28762228078826985,-0.3014297816481823,0.11911846472865606,-0.7481639305287653,-0.10199010604739159,0.6199502003793695
-0.10057390192597557,-0.5853981705705575,-0.6198804899911606,0.029303162350946488,-0.5105479351136014,1.0606411533165252,-0.2680003098909741,0.0650227992391492
-0.8844185382855572,-0.5602424971763198,-0.6287407089032377,-0.41167409631455854,-0.36524030438077276,-0.5942230723291662,-0.8805779620737937,-0.9061001527562363
-0.3885774236187006,-0.5602424971763198,-0.606590161623045,-0.6321627256473111,-0.5105479351136014,-0.05543006863056896,-0.5784393910784734,-0.351172751616016
-0.8873876467566162,-0.635709517359033,-0.7262031169360856,-0.6321627256473111,5.713462247942559,6.121446866628348,0.05239938352714016,2.0072687032299203
-0.7953452841537866,-0.6105538439647953,-0.5534288481505825,-0.31980383409257834,-0.14727885828152978,-0.6519508941540157,-0.7876122479213874,-0.7673683024711813
1.1286370050924592,1.8547021486705035,2.8090242289826723,-0.3014297816481823,0.9425283722146851,-0.8443769669035148,1.7706049933082193,1.7298050026598102
-0.8784803213434391,-0.5602424971763198,-0.6951923507438159,-0.6505367780917071,-0.6074196889354871,-0.7674065378037151,-0.9552825538034058,-0.9061001527562363
-0.5696930403533009,-0.23321874305122914,-0.5445686292385054,-0.06256709987103373,-0.12306091982605835,0.8682150805670261,-0.4771731667338881,-0.351172751616016
-0.575631257295419,-0.6608651907532708,-0.7173428980240086,-0.6505367780917071,-0.65585556584643,-0.7866491450786651,-0.8058733703441815,-0.7673683024711813
-0.6171987758902453,-0.35899711002241785,-0.3142029375245011,-0.08094115231542977,-0.12306091982605835,-0.01694485408066916,-0.5037347993488613,-0.21244090133096094
0.528877093938537,0.1944277046508125,1.347088108489953,1.49922735790263,0.990964249125628,-0.421039606854617,0.9803964230127665,0.6199502003793695
-0.7834688502695505,-0.6608651907532708,-0.655321365639469,-0.6505367780917071,-0.6316376273909586,-0.7866491450786651,-0.8971789824581519,-1.0448320030412914
1.1820809575715217,-0.23321874305122914,-0.07054691744238119,-0.6872848829804992,-0.4621120582026585,-0.17088571228026836,0.5105875461354279,1.4523413020897
-0.8844185382855572,-0.5853981705705575,-0.6774719129196617,-0.41167409631455854,-0.4863299966581299,-0.15164310500531844,-0.8706173498431787,-0.9061001527562363
-0.7389322232036651,-0.6608651907532708,-0.71291278856797,-0.6505367780917071,-0.65585556584643,-0.7674065378037151,-0.8938587783812803,-1.0448320030412914
