Income,Age_Category_encoded,Marital_Status_encoded,Education_encoded,Days_with_Company,Kidhome,Teenhome,Recency,Complain,Cluster
0.2357770199137761,4,2,2,1.5328466561721743,-0.826458996594635,-0.9297848691239484,0.3058152084660423,-0.0973694646235847,0
-0.2351117760122142,4,2,2,-1.189669685701693,1.0307895625868762,0.9067866568134624,-0.3850691624660823,-0.0973694646235847,5
0.7737816430359331,4,3,2,-0.2046137729146027,-0.826458996594635,-0.9297848691239484,-0.7995997850253571,-0.0973694646235847,0
-1.021576715994422,2,3,2,-1.0609689131767466,1.0307895625868762,-0.9297848691239484,-0.7995997850253571,-0.0973694646235847,1
0.2419655703096153,2,1,4,-0.9520682595017916,1.0307895625868762,-0.9297848691239484,1.5494070761438667,-0.0973694646235847,5
0.4104538456027881,3,3,3,-0.2986643374520635,-0.826458996594635,0.9067866568134624,-1.1450419704914194,-0.0973694646235847,3
0.1358419125538681,3,0,2,1.1863445762973188,-0.826458996594635,0.9067866568134624,-0.5232460366525072,-0.0973694646235847,3
-0.7497596121565262,2,1,4,0.3151393468976811,1.0307895625868762,-0.9297848691239484,-0.5923344737457197,-0.0973694646235847,5
-0.87365039846807,3,3,4,0.1715884852352408,1.0307895625868762,-0.9297848691239484,-1.0414093148516008,-0.0973694646235847,5
-1.8599456270385075,5,3,4,-1.2144198342641828,1.0307895625868762,0.9067866568134624,0.6512573939321047,-0.0973694646235847,5
0.0005822143248159,2,1,2,-0.6303163281894256,1.0307895625868762,-0.9297848691239484,-1.3177630632244506,-0.0973694646235847,1
-1.7860024313411245,3,1,1,1.1863445762973188,-0.826458996594635,-0.9297848691239484,0.3403594270126485,-0.0973694646235847,4
0.4312154340275392,4,0,2,-0.6303163281894256,-0.826458996594635,-0.9297848691239484,1.134876453584592,-0.0973694646235847,3
0.2843271959224249,4,0,3,-0.6303163281894256,1.0307895625868762,0.9067866568134624,0.1330941157330111,-0.0973694646235847,5
-1.3938080407712583,2,1,2,1.3546455865222486,-0.826458996594635,-0.9297848691239484,-0.3850691624660823,-0.0973694646235847,4
1.220435277089185,5,2,4,1.1318942494598414,-0.826458996594635,-0.9297848691239484,-0.9032324406651758,-0.0973694646235847,2
-0.4145398113599673,3,1,2,0.9833933580849032,1.0307895625868762,0.9067866568134624,0.0640056786397987,-0.0973694646235847,1
-0.5778376895469524,5,3,2,1.5526467750221664,-0.826458996594635,-0.9297848691239484,-1.0068650963049943,-0.0973694646235847,0
0.9886640832321074,5,1,3,0.5180905651100967,-0.826458996594635,0.9067866568134624,1.445774420504048,-0.0973694646235847,2
-0.7354660570487167,2,2,0,1.2358448734222982,1.0307895625868762,-0.9297848691239484,1.2730533277710168,-0.0973694646235847,4
-0.6065845042889154,2,1,2,1.666497458409619,-0.826458996594635,-0.9297848691239484,-0.2814365068262636,-0.0973694646235847,0
-1.9877491742454847,3,1,2,0.91904297182243,1.0307895625868762,-0.9297848691239484,-0.2468922882796574,-0.0973694646235847,1
0.2545023756276381,5,1,4,0.988343387797401,-0.826458996594635,0.9067866568134624,0.4785363011990735,-0.0973694646235847,2
0.5226862014912025,4,1,4,-0.9124680218018084,-0.826458996594635,0.9067866568134624,-1.6977494672371192,-0.0973694646235847,2
-0.4608940501313829,4,3,2,0.5675908622350762,-0.826458996594635,0.9067866568134624,0.6858016124787109,-0.0973694646235847,3
-1.3432615581833065,3,2,2,0.9388430906724216,-0.826458996594635,-0.9297848691239484,1.3766859834108356,-0.0973694646235847,1
0.0449700370639958,3,1,2,0.2210887823602202,1.0307895625868762,0.9067866568134624,-1.5595725930506943,-0.0973694646235847,1
0.0005822143248159,2,2,2,0.6962916347600225,1.0307895625868762,-0.9297848691239484,-1.0414093148516008,-0.0973694646235847,1
-0.5538820105953164,2,1,2,0.2012886635102284,1.0307895625868762,-0.9297848691239484,-0.7995997850253571,-0.0973694646235847,1
1.293020984312642,4,1,4,-0.6649665361769113,-0.826458996594635,-0.9297848691239484,1.618495513237079,-0.0973694646235847,2
-1.6470994195532225,2,0,3,-1.5609219141390385,-0.826458996594635,-0.9297848691239484,-0.5232460366525072,-0.0973694646235847,1
-0.5435012163829408,4,3,3,0.3002892577601873,-0.826458996594635,-0.9297848691239484,0.2367267713728298,-0.0973694646235847,3
-0.4665236346850173,3,3,2,1.3546455865222486,-0.826458996594635,0.9067866568134624,-0.626878692292326,-0.0973694646235847,3
-0.2244914250103223,4,0,4,1.260595021984788,-0.826458996594635,2.7433581827508733,-1.4213957188642694,-0.0973694646235847,2
0.65575999806754,5,1,3,0.6962916347600225,-0.826458996594635,-0.9297848691239484,-1.5595725930506943,-0.0973694646235847,3
-0.1135367053326618,4,2,3,-0.2442140106145862,1.0307895625868762,0.9067866568134624,0.2021825528262236,-0.0973694646235847,5
0.6036963224793179,3,1,4,-0.8580176949643309,-0.826458996594635,0.9067866568134624,-0.4196133810126886,-0.0973694646235847,2
-1.1384804292784052,3,1,0,-0.264014129464578,1.0307895625868762,-0.9297848691239484,0.9276111423049546,-0.0973694646235847,4
-0.3914225811716387,3,4,2,-1.0659189428892444,-0.826458996594635,0.9067866568134624,1.722128168876898,-0.0973694646235847,3
-0.1311441293621142,5,0,4,0.7903421992974835,-0.826458996594635,-0.9297848691239484,0.1330941157330111,-0.0973694646235847,2
