NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Cluster
1.4095364464860158,2.513883156762941,-0.5500585054532035,0.6940265332716071,0
-1.1092515955734796,-0.568204368928385,-1.1648702116233425,-0.1309832106918771,1
1.4095364464860158,-0.2257501994071265,1.2943766130572136,-0.5434880826736193,0
-0.7494247324221232,-0.9106585384496436,-0.5500585054532035,0.281521661289865,1
0.3300558570319463,0.1167039701141318,0.0647532007169356,-0.1309832106918771,0
0.6898827201833029,0.4591581396353903,1.2943766130572136,0.281521661289865,0
1.0497095833346597,0.1167039701141318,0.3721590538020051,0.281521661289865,0
-0.0297710061194101,-0.9106585384496436,-0.5500585054532035,1.1065314052533493,1
-0.3895978692707667,-0.9106585384496436,-1.1648702116233425,1.5190362772350914,1
-1.1092515955734796,-0.9106585384496436,-1.7796819177934815,6.056589869034254,1
-1.1092515955734796,-0.9106585384496436,-1.1648702116233425,0.6940265332716071,1
-0.7494247324221232,-0.9106585384496436,-0.857464358538273,1.1065314052533493,1
-0.3895978692707667,0.4591581396353903,0.6795649068870746,-1.3684978266371035,0
0.6898827201833029,-0.568204368928385,-0.2426526523681339,0.281521661289865,1
-1.1092515955734796,-0.9106585384496436,-0.857464358538273,1.1065314052533493,1
1.0497095833346597,1.1440664786779071,1.9091883192273529,-0.9559929546553612,0
-0.3895978692707667,-0.9106585384496436,-0.857464358538273,1.1065314052533493,1
-0.0297710061194101,-0.568204368928385,0.0647532007169356,0.6940265332716071,1
2.4890170359400856,0.4591581396353903,0.986970759972144,-0.1309832106918771,0
-0.7494247324221232,-0.568204368928385,-0.857464358538273,0.281521661289865,1
-0.0297710061194101,-0.2257501994071265,-0.2426526523681339,1.1065314052533493,1
-1.4690784587248362,8.678058208145593,-1.7796819177934815,-1.7810026986188454,0
-0.7494247324221232,0.1167039701141318,0.986970759972144,1.1065314052533493,1
0.6898827201833029,-0.2257501994071265,0.986970759972144,-0.5434880826736193,0
1.0497095833346597,-0.568204368928385,-0.2426526523681339,1.1065314052533493,1
-0.7494247324221232,-0.568204368928385,-0.857464358538273,0.6940265332716071,1
0.3300558570319463,-0.568204368928385,-0.5500585054532035,0.6940265332716071,1
8.246246846361789,-0.9106585384496436,-1.7796819177934815,-1.7810026986188454,0
-0.7494247324221232,-0.568204368928385,-0.5500585054532035,-0.9559929546553612,1
0.6898827201833029,2.1714289872416828,1.2943766130572136,-1.3684978266371035,0
-0.3895978692707667,-0.9106585384496436,-0.857464358538273,-0.1309832106918771,1
-0.7494247324221232,0.8016123091566488,-0.857464358538273,-0.9559929546553612,1
-0.7494247324221232,-0.568204368928385,-0.5500585054532035,-0.1309832106918771,1
-0.0297710061194101,-0.568204368928385,0.0647532007169356,0.281521661289865,1
-0.3895978692707667,0.8016123091566488,0.986970759972144,0.6940265332716071,0
-0.7494247324221232,-0.9106585384496436,-0.857464358538273,0.6940265332716071,1
0.3300558570319463,1.1440664786779071,1.9091883192273529,-1.3684978266371035,0
-0.3895978692707667,-0.568204368928385,-1.1648702116233425,0.6940265332716071,1
-1.1092515955734796,-0.568204368928385,-0.857464358538273,-0.1309832106918771,1
1.0497095833346597,2.513883156762941,-0.2426526523681339,0.281521661289865,0
1.4095364464860158,1.1440664786779071,-0.2426526523681339,-0.5434880826736193,0
-0.7494247324221232,-0.9106585384496436,-0.857464358538273,1.1065314052533493,1
-1.4690784587248362,-0.9106585384496436,-0.857464358538273,-0.1309832106918771,1
