Income,Age_Category_encoded,Marital_Status_encoded,Education_encoded,Days_with_Company,Kidhome,Teenhome,Recency,Complain
0.2357770199137761,4,2,2,1.5328466561721745,-0.826458996594635,-0.9297848691239485,0.3058152084660423,-0.09736946462358474
-0.23511177601221422,4,2,2,-1.189669685701693,1.0307895625868762,0.9067866568134623,-0.3850691624660823,-0.09736946462358474
0.7737816430359331,4,3,2,-0.2046137729146027,-0.826458996594635,-0.9297848691239485,-0.7995997850253571,-0.09736946462358474
-1.021576715994422,2,3,2,-1.0609689131767466,1.0307895625868762,-0.9297848691239485,-0.7995997850253571,-0.09736946462358474
0.24196557030961538,2,1,4,-0.9520682595017917,1.0307895625868762,-0.9297848691239485,1.5494070761438667,-0.09736946462358474
0.4104538456027881,3,3,3,-0.29866433745206356,-0.826458996594635,0.9067866568134623,-1.1450419704914194,-0.09736946462358474
0.13584191255386818,3,0,2,1.1863445762973188,-0.826458996594635,0.9067866568134623,-0.5232460366525072,-0.09736946462358474
-0.7497596121565262,2,1,4,0.31513934689768114,1.0307895625868762,-0.9297848691239485,-0.5923344737457197,-0.09736946462358474
-0.87365039846807,3,3,4,0.1715884852352408,1.0307895625868762,-0.9297848691239485,-1.0414093148516008,-0.09736946462358474
-1.8599456270385075,5,3,4,-1.2144198342641828,1.0307895625868762,0.9067866568134623,0.6512573939321047,-0.09736946462358474
0.0005822143248159333,2,1,2,-0.6303163281894256,1.0307895625868762,-0.9297848691239485,-1.3177630632244506,-0.09736946462358474
-1.7860024313411245,3,1,1,1.1863445762973188,-0.826458996594635,-0.9297848691239485,0.34035942701264854,-0.09736946462358474
0.43121543402753926,4,0,2,-0.6303163281894256,-0.826458996594635,-0.9297848691239485,1.1348764535845919,-0.09736946462358474
0.2843271959224249,4,0,3,-0.6303163281894256,1.0307895625868762,0.9067866568134623,0.13309411573301116,-0.09736946462358474
-1.3938080407712583,2,1,2,1.3546455865222486,-0.826458996594635,-0.9297848691239485,-0.3850691624660823,-0.09736946462358474
1.220435277089185,5,2,4,1.1318942494598414,-0.826458996594635,-0.9297848691239485,-0.9032324406651758,-0.09736946462358474
-0.41453981135996737,3,1,2,0.9833933580849031,1.0307895625868762,0.9067866568134623,0.0640056786397987,-0.09736946462358474
-0.5778376895469524,5,3,2,1.5526467750221664,-0.826458996594635,-0.9297848691239485,-1.0068650963049945,-0.09736946462358474
0.9886640832321074,5,1,3,0.5180905651100967,-0.826458996594635,0.9067866568134623,1.445774420504048,-0.09736946462358474
-0.7354660570487167,2,2,0,1.2358448734222982,1.0307895625868762,-0.9297848691239485,1.2730533277710168,-0.09736946462358474
-0.6065845042889154,2,1,2,1.666497458409619,-0.826458996594635,-0.9297848691239485,-0.28143650682626364,-0.09736946462358474
-1.9877491742454851,3,1,2,0.9190429718224299,1.0307895625868762,-0.9297848691239485,-0.2468922882796574,-0.09736946462358474
0.25450237562763817,5,1,4,0.988343387797401,-0.826458996594635,0.9067866568134623,0.4785363011990735,-0.09736946462358474
0.5226862014912025,4,1,4,-0.9124680218018083,-0.826458996594635,0.9067866568134623,-1.6977494672371192,-0.09736946462358474
-0.4608940501313829,4,3,2,0.5675908622350762,-0.826458996594635,0.9067866568134623,0.6858016124787109,-0.09736946462358474
-1.3432615581833065,3,2,2,0.9388430906724217,-0.826458996594635,-0.9297848691239485,1.3766859834108356,-0.09736946462358474
0.04497003706399588,3,1,2,0.22108878236022023,1.0307895625868762,0.9067866568134623,-1.5595725930506943,-0.09736946462358474
0.0005822143248159333,2,2,2,0.6962916347600225,1.0307895625868762,-0.9297848691239485,-1.0414093148516008,-0.09736946462358474
-0.5538820105953164,2,1,2,0.20128866351022848,1.0307895625868762,-0.9297848691239485,-0.7995997850253571,-0.09736946462358474
1.293020984312642,4,1,4,-0.6649665361769113,-0.826458996594635,-0.9297848691239485,1.618495513237079,-0.09736946462358474
-1.6470994195532223,2,0,3,-1.5609219141390385,-0.826458996594635,-0.9297848691239485,-0.5232460366525072,-0.09736946462358474
-0.5435012163829408,4,3,3,0.3002892577601873,-0.826458996594635,-0.9297848691239485,0.23672677137282985,-0.09736946462358474
-0.46652363468501734,3,3,2,1.3546455865222486,-0.826458996594635,0.9067866568134623,-0.626878692292326,-0.09736946462358474
-0.2244914250103223,4,0,4,1.260595021984788,-0.826458996594635,2.7433581827508733,-1.4213957188642694,-0.09736946462358474
0.65575999806754,5,1,3,0.6962916347600225,-0.826458996594635,-0.9297848691239485,-1.5595725930506943,-0.09736946462358474
-0.11353670533266187,4,2,3,-0.24421401061458622,1.0307895625868762,0.9067866568134623,0.20218255282622363,-0.09736946462358474
0.6036963224793179,3,1,4,-0.8580176949643309,-0.826458996594635,0.9067866568134623,-0.4196133810126886,-0.09736946462358474
