NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
1.4095364464860158,2.513883156762941,-0.5500585054532035,0.6940265332716071
-1.1092515955734796,-0.568204368928385,-1.1648702116233425,-0.1309832106918771
1.4095364464860158,-0.22575019940712657,1.2943766130572136,-0.5434880826736193
-0.7494247324221232,-0.9106585384496435,-0.5500585054532035,0.281521661289865
0.33005585703194634,0.11670397011413189,0.0647532007169356,-0.1309832106918771
0.6898827201833029,0.45915813963539037,1.2943766130572136,0.281521661289865
1.0497095833346595,0.11670397011413189,0.3721590538020051,0.281521661289865
-0.02977100611941015,-0.9106585384496435,-0.5500585054532035,1.1065314052533493
-0.3895978692707667,-0.9106585384496435,-1.1648702116233425,1.5190362772350914
-1.1092515955734796,-0.9106585384496435,-1.7796819177934815,6.056589869034254
-1.1092515955734796,-0.9106585384496435,-1.1648702116233425,0.6940265332716071
-0.7494247324221232,-0.9106585384496435,-0.857464358538273,1.1065314052533493
-0.3895978692707667,0.45915813963539037,0.6795649068870746,-1.3684978266371035
0.6898827201833029,-0.568204368928385,-0.2426526523681339,0.281521661289865
-1.1092515955734796,-0.9106585384496435,-0.857464358538273,1.1065314052533493
1.0497095833346595,1.1440664786779073,1.9091883192273527,-0.9559929546553613
-0.3895978692707667,-0.9106585384496435,-0.857464358538273,1.1065314052533493
-0.02977100611941015,-0.568204368928385,0.0647532007169356,0.6940265332716071
2.4890170359400856,0.45915813963539037,0.9869707599721441,-0.1309832106918771
-0.7494247324221232,-0.568204368928385,-0.857464358538273,0.281521661289865
-0.02977100611941015,-0.22575019940712657,-0.2426526523681339,1.1065314052533493
-1.4690784587248362,8.678058208145593,-1.7796819177934815,-1.7810026986188454
-0.7494247324221232,0.11670397011413189,0.9869707599721441,1.1065314052533493
0.6898827201833029,-0.22575019940712657,0.9869707599721441,-0.5434880826736193
1.0497095833346595,-0.568204368928385,-0.2426526523681339,1.1065314052533493
-0.7494247324221232,-0.568204368928385,-0.857464358538273,0.6940265332716071
0.33005585703194634,-0.568204368928385,-0.5500585054532035,0.6940265332716071
8.246246846361789,-0.9106585384496435,-1.7796819177934815,-1.7810026986188454
-0.7494247324221232,-0.568204368928385,-0.5500585054532035,-0.9559929546553613
0.6898827201833029,2.1714289872416828,1.2943766130572136,-1.3684978266371035
-0.3895978692707667,-0.9106585384496435,-0.857464358538273,-0.1309832106918771
-0.7494247324221232,0.8016123091566488,-0.857464358538273,-0.9559929546553613
-0.7494247324221232,-0.568204368928385,-0.5500585054532035,-0.1309832106918771
-0.02977100611941015,-0.568204368928385,0.0647532007169356,0.281521661289865
-0.3895978692707667,0.8016123091566488,0.9869707599721441,0.6940265332716071
-0.7494247324221232,-0.9106585384496435,-0.857464358538273,0.6940265332716071
0.33005585703194634,1.1440664786779073,1.9091883192273527,-1.3684978266371035
-0.3895978692707667,-0.568204368928385,-1.1648702116233425,0.6940265332716071
-1.1092515955734796,-0.568204368928385,-0.857464358538273,-0.1309832106918771
1.0497095833346595,2.513883156762941,-0.2426526523681339,0.281521661289865
1.4095364464860158,1.1440664786779073,-0.2426526523681339,-0.5434880826736193
-0.7494247324221232,-0.9106585384496435,-0.857464358538273,1.1065314052533493
-1.4690784587248362,-0.9106585384496435,-0.857464358538273,-0.1309832106918771
-1.1092515955734796,0.11670397011413189,-0.5500585054532035,-1.3684978266371035
-0.7494247324221232,-0.9106585384496435,-0.857464358538273,-0.1309832106918771
-0.7494247324221232,0.45915813963539037,0.9869707599721441,-1.7810026986188454
-0.3895978692707667,-0.568204368928385,-0.857464358538273,1.5190362772350914
