Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spend,Total_Purchases,Age,Days_with_Company,Education_encoded,Marital_Status_encoded,Age_Category_encoded
0.2357770199137761,-0.826458996594635,-0.9297848691239484,0.3058152084660423,0.9831506900105672,1.5528340679396506,1.6793463176928438,2.47305213745562,1.4753230182350567,0.8489724732920763,0.3505357358333494,1.4095364464860158,2.513883156762941,-0.5500585054532035,0.6940265332716071,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,2.3947734254071187,1.679299381194249,1.3136094518046448,0.9848544248980832,1.5328466561721743,2,2,4
-0.2351117760122142,1.0307895625868762,0.9067866568134624,-0.3850691624660823,-0.8695729959302622,-0.635709517359033,-0.71291278856797,-0.6505367780917071,-0.6316376273909586,-0.7289213232538154,-0.1671643337329447,-1.1092515955734796,-0.568204368928385,-1.1648702116233425,-0.1309832106918771,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.9602628599187132,-1.1835638533263464,1.2353151854931603,-1.189669685701693,2,2,4
0.7737816430359331,-0.826458996594635,-0.9297848691239484,-0.7995997850253571,0.3626070195592317,0.5717628055643786,-0.1768695443873062,1.3522349383474617,-0.1472788582815297,-0.036187461355619,-0.684864403299239,1.4095364464860158,-0.2257501994071265,1.2943766130572136,-0.5434880826736193,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,0.2831535668697199,1.036145751234535,0.3169590633112114,-0.2046137729146027,2,3,4
-1.021576715994422,1.0307895625868762,-0.9297848691239484,-0.7995997850253571,-0.8695729959302622,-0.5602424971763198,-0.6508912561834305,-0.5035443585365388,-0.5832017504800157,-0.7481639305287653,-0.1671643337329447,-0.7494247324221232,-0.9106585384496436,-0.5500585054532035,0.281521661289865,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.9171002069193818,-0.9061001527562365,-1.2692924204576093,-1.0609689131767466,2,3,2
0.2419655703096153,1.0307895625868762,-0.9297848691239484,1.5494070761438667,-0.3885774236187006,0.4208287651989522,-0.2167405294916531,0.1579215294617187,-0.0019712275487011,-0.5557378577792663,1.3859358749659378,0.3300558570319463,0.1167039701141318,0.0647532007169356,-0.1309832106918771,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.3045225547365622,0.2037546495242042,-1.0188316598625322,-0.9520682595017916,4,1,2
0.4104538456027881,-0.826458996594635,0.9067866568134624,-1.1450419704914194,0.6417032158387798,0.3956730918047144,-0.305342718612424,-0.6872848829804992,0.3612978492833704,-0.5749804650542162,-0.1671643337329447,0.6898827201833029,0.4591581396353903,1.2943766130572136,0.281521661289865,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,0.1835474445635703,1.036145751234535,0.1499852229144934,-0.2986643374520635,3,3,3
0.1358419125538681,-0.826458996594635,0.9067866568134624,-0.5232460366525072,-0.2044926984130413,0.9742535798721824,-0.0129554945138801,0.2314177392393029,0.5308234184716706,-0.3248265704798675,0.8682358053996437,1.0497095833346597,0.1167039701141318,0.3721590538020051,0.281521661289865,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.0256254122793436,0.6199502003793695,-0.1839624578789424,1.1863445762973188,2,0,3
-0.7497596121565262,1.0307895625868762,-0.9297848691239484,-0.5923344737457197,-0.6765809453114258,-0.4093084568108933,-0.4914073157660428,-0.6321627256473111,-0.6316376273909586,-0.4017969995796671,-0.1671643337329447,-0.0297710061194101,-0.9106585384496436,-0.5500585054532035,1.1065314052533493,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.7245283704608261,-0.6286364521861262,-1.3527793406559685,0.3151393468976811,4,1,2
-0.87365039846807,1.0307895625868762,-0.9297848691239484,-1.0414093148516008,-0.8606656705170851,-0.6608651907532708,-0.6331708183592762,-0.6321627256473111,-0.5832017504800157,-0.805891752353615,-0.684864403299239,-0.3895978692707667,-0.9106585384496436,-1.1648702116233425,1.5190362772350914,-0.2804104221029002,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,2.3947734254071187,-0.9287209211884326,-1.0448320030412914,-0.4344232184740194,0.1715884852352408,4,3,3
-1.8599456270385075,1.0307895625868762,0.9067866568134624,0.6512573939321047,-0.8190981519222588,-0.6608651907532708,-0.71291278856797,-0.6689108305361031,-0.6316376273909586,-0.5942230723291662,-0.684864403299239,-1.1092515955734796,-0.9106585384496436,-1.7796819177934815,6.056589869034254,3.566201257787191,-0.2841044199080856,-0.2794815423200416,-0.2613866510869666,-0.1166159281802835,-0.0973694646235847,-0.4175760384638463,-0.9237406150731252,-1.5997594041815115,1.5692628662865962,-1.2144198342641828,4,3,5
